1.654359,0.755596,0.865301,-3.202749,-0.679465
0.755596,0.865301,-3.202749,-0.679465,-1.249260
0.865301,-3.202749,-0.679465,-1.249260,0.210847
-3.202749,-0.679465,-1.249260,0.210847,0.450857
-0.679465,-1.249260,0.210847,0.450857,1.765408
-1.249260,0.210847,0.450857,1.765408,0.117611
0.210847,0.450857,1.765408,0.117611,-0.029370
0.450857,1.765408,0.117611,-0.029370,-1.968267
1.765408,0.117611,-0.029370,-1.968267,0.179795
0.117611,-0.029370,-1.968267,0.179795,0.987143
-0.029370,-1.968267,0.179795,0.987143,0.859003
-1.968267,0.179795,0.987143,0.859003,-0.381788
0.179795,0.987143,0.859003,-0.381788,0.176880
0.987143,0.859003,-0.381788,0.176880,0.765158
0.859003,-0.381788,0.176880,0.765158,0.671734
-0.381788,0.176880,0.765158,0.671734,0.435161
0.176880,0.765158,0.671734,0.435161,0.288850
0.765158,0.671734,0.435161,0.288850,-1.008064
0.671734,0.435161,0.288850,-1.008064,0.290951
0.435161,0.288850,-1.008064,0.290951,0.319111
0.288850,-1.008064,0.290951,0.319111,-0.375936
-1.008064,0.290951,0.319111,-0.375936,0.145138
0.290951,0.319111,-0.375936,0.145138,1.246373
0.319111,-0.375936,0.145138,1.246373,0.486691
-0.375936,0.145138,1.246373,0.486691,0.655267
0.145138,1.246373,0.486691,0.655267,0.396271
1.246373,0.486691,0.655267,0.396271,0.169150
0.486691,0.655267,0.396271,0.169150,0.084441
0.655267,0.396271,0.169150,0.084441,0.421822
0.396271,0.169150,0.084441,0.421822,0.812096
0.157949,0.109026,0.086543,0.071895,0.208734
0.153032,0.129932,0.135175,0.087663,0.232074
0.170981,0.175596,0.146653,0.119119,0.225679
0.213862,0.184341,0.174085,0.120375,0.206695
0.220027,0.209206,0.171629,0.108537,0.259524
0.242475,0.204383,0.156352,0.167871,0.247468
0.235412,0.186916,0.212397,0.162040,0.287820
0.215868,0.240858,0.203563,0.208096,0.297617
0.267837,0.230109,0.246766,0.223288,0.302970
0.255271,0.271488,0.259321,0.233682,0.302400
0.294935,0.282360,0.267260,0.237819,0.325400
0.304213,0.288731,0.269115,0.265173,0.364687
0.309101,0.289129,0.294324,0.308515,0.276727
0.308118,0.312966,0.335649,0.224488,0.234699
0.330659,0.353001,0.249830,0.186029,0.240400
0.369479,0.266042,0.209687,0.194992,0.222463
0.281423,0.224825,0.217058,0.180118,0.241360
0.239182,0.231177,0.200712,0.201835,0.264182
0.244570,0.213892,0.221039,0.227292,0.262312
0.226391,0.233329,0.245195,0.227905,0.191757
0.244988,0.256653,0.244604,0.159710,0.200097
0.267524,0.255292,0.175317,0.170178,0.192022
0.265433,0.185308,0.184742,0.164102,0.100417
0.194783,0.194066,0.177698,0.074404,0.039590
0.202909,0.186403,0.087128,0.015314,0.000299
0.194659,0.095278,0.027224,-0.022378,0.045723
0.102999,0.034853,-0.011231,0.024493,0.021784
0.042078,-0.004090,0.034905,0.001947,0.069255
0.002671,0.041575,0.011687,0.050687,0.017633
0.047891,0.017928,0.059782,0.000296,0.042645
0.023836,0.065609,0.008809,0.026424,0.114805
0.071129,0.014265,0.034380,0.099617,0.128143
0.019430,0.039477,0.107040,0.113949,0.170105
0.044305,0.111795,0.120881,0.156834,0.170982
0.116302,0.125322,0.163302,0.158589,0.175241
0.129532,0.167445,0.164629,0.163668,0.163629
0.171374,0.168497,0.169307,0.152825,-0.000747
0.172166,0.172919,0.158092,-0.010802,-0.011050
0.176344,0.161466,-0.005860,-0.020454,0.010365
0.164666,-0.002693,-0.015830,0.001564,0.040741
0.000306,-0.012866,0.005887,0.032504,-0.008453
-0.010060,0.008658,0.036544,-0.016147,-0.025148
0.011281,0.039133,-0.012364,-0.032343,-0.009735
0.041585,-0.009940,-0.028802,-0.016470,0.013309
-0.007645,-0.026533,-0.013158,0.007005,0.055548
-0.024385,-0.011036,0.010101,0.049647,0.067439
-0.009027,0.012085,0.052539,0.061921,0.064763
0.013964,0.054392,0.064624,0.059605,0.067425
0.056148,0.066355,0.062132,0.062603,0.071625
0.067997,0.063751,0.064964,0.067117,0.109901
0.065285,0.066478,0.069325,0.105684,0.092398
0.067912,0.070739,0.107745,0.088458,0.050352
0.072080,0.109066,0.090385,0.046674,0.045365
0.110318,0.091620,0.048477,0.041926,-0.010671
0.092790,0.049633,0.043612,-0.013883,-0.025397
0.050728,0.044693,-0.012304,-0.028401,-0.129972
0.045717,-0.011292,-0.026923,-0.132777,-0.104590
-0.010333,-0.025976,-0.131390,-0.107218,-0.058451
-0.025079,-0.130500,-0.105920,-0.060915,-0.039250
-0.129659,-0.105087,-0.059701,-0.041557,-0.055635
-0.104300,-0.058923,-0.040421,-0.057794,-0.143206
-0.058186,-0.039693,-0.056730,-0.145223,-0.146210
-0.039003,-0.056048,-0.144225,-0.148099,-0.142147
-0.055403,-0.143585,-0.147164,-0.143918,-0.179788
-0.142980,-0.146564,-0.143042,-0.181445,-0.135620
-0.145997,-0.142480,-0.180623,-0.137174,-0.118380
-0.141949,-0.180097,-0.136405,-0.119836,-0.083124
-0.179599,-0.135913,-0.119116,-0.084489,-0.088238
-0.135446,-0.118655,-0.083815,-0.089516,-0.020079
-0.118218,-0.083384,-0.088886,-0.021278,0.059400
-0.082976,-0.088481,-0.020688,0.058277,0.053798
-0.088099,-0.020310,0.058828,0.052749,0.088481
-0.019953,0.059180,0.053263,0.087498,0.124313
0.059514,0.053593,0.087979,0.123394,0.116147
0.053905,0.088287,0.123843,0.115289,0.179447
0.088579,0.124130,0.115708,0.178644,0.188287
0.124403,0.115977,0.179035,0.187538,0.205105
0.116231,0.179286,0.187903,0.204404,0.200077
0.179523,0.188137,0.204745,0.199424,0.215973
0.188358,0.204963,0.199742,0.215363,0.211879
0.205170,0.199945,0.215660,0.211309,0.163608
0.200139,0.215850,0.211586,0.163077,0.149389
0.216030,0.211764,0.163335,0.148893,0.124209
0.211932,0.163502,0.149135,0.123745,0.146679
0.163659,0.149290,0.123972,0.146246,0.182889
0.149437,0.124117,0.146457,0.182485,0.179257
0.124254,0.146592,0.182682,0.178879,0.177549
0.146721,0.182808,0.179063,0.177196,0.121861
0.182928,0.179181,0.177368,0.121532,0.159432
0.179293,0.177478,0.121693,0.159125,0.148909
0.177583,0.121796,0.159275,0.148621,0.189574
0.121893,0.159371,0.148761,0.189305,0.177007
0.159462,0.148851,0.189436,0.176756,0.188765
0.148936,0.189520,0.176878,0.188531,0.166214
0.189599,0.176957,0.188645,0.165995,0.153561
0.177031,0.188718,0.166102,0.153357,0.125085
0.188787,0.166170,0.153457,0.124895,0.115203
0.166234,0.153520,0.124988,0.115025,0.095999
0.153581,0.125048,0.115112,0.095832,0.091381
0.125104,0.115168,0.095914,0.091226,0.103677
0.115221,0.095966,0.091302,0.103532,0.101865
0.096015,0.091351,0.103603,0.101729,0.091881
0.091397,0.103649,0.101796,0.091754,0.027917
0.103692,0.101838,0.091816,0.027798,0.031075
0.101878,0.091856,0.027856,0.030964,-0.015623
0.091894,0.027893,0.031019,-0.015726,-0.039445
0.027929,0.031053,-0.015675,-0.039542,-0.041882
0.031086,-0.015643,-0.039494,-0.041973,-0.060732
-0.015612,-0.039464,-0.041928,-0.060817,-0.098287
-0.039435,-0.041900,-0.060775,-0.098366,-0.078763
-0.041873,-0.060748,-0.098327,-0.078837,-0.020604
-0.060723,-0.098302,-0.078800,-0.020673,-0.007653
-0.098279,-0.078777,-0.020639,-0.007717,-0.010481
-0.078755,-0.020617,-0.007686,-0.010542,0.001822
-0.020596,-0.007665,-0.010512,0.001765,0.008349
-0.007646,-0.010493,0.001793,0.008295,-0.012122
-0.010475,0.001811,0.008321,-0.012172,-0.011341
0.001828,0.008338,-0.012147,-0.011388,-0.068758
0.008354,-0.012131,-0.011365,-0.068801,-0.159128
-0.012117,-0.011350,-0.068780,-0.159169,-0.139108
-0.011336,-0.068766,-0.159149,-0.139146,-0.131982
-0.068753,-0.159136,-0.139128,-0.132018,-0.205444
-0.159124,-0.139115,-0.132000,-0.205477,-0.165815
-0.139104,-0.131989,-0.205460,-0.165847,-0.146996
-0.131978,-0.205450,-0.165831,-0.147025,-0.120931
-0.205440,-0.165821,-0.147010,-0.120959,-0.109905
-0.165812,-0.147001,-0.120945,-0.109931,-0.165170
-0.146992,-0.120936,-0.109918,-0.165194,-0.158140
-0.120928,-0.109910,-0.165182,-0.158162,-0.105979
-0.109902,-0.165174,-0.158151,-0.106001,-0.133037
-0.165167,-0.158144,-0.105990,-0.133056,-0.117853
-0.158137,-0.105984,-0.133046,-0.117871,-0.079892
